Course, Grade
POLI-523,82.33
ACAM-447,86.33
POLI-521,88.11
CHBE-550,79.44
CHBE-551,85.98
CHBE-552,88.81
CHBE-553,89.7
CHBE-554,84.16
CHBE-549,-1.0
BIOC-410,72.66
FNEL-141,73.19
FNEL-142,83.0
POLI-511,82.68
POLI-512,85.37
POLI-513,85.4
POLI-514,84.14
POLI-515,86.0
POLI-516,90.33
POLI-517,85.67
CHBE-577,83.04
CHBE-579,84.63
FMST-210,75.63
FIPR-131,80.66
POLI-547,85.47
POLI-540,84.93
PSYC-102,70.39
PSYC-101,70.08
PSYC-100,68.72
CHBE-571,85.36
CHBE-572,85.81
CHBE-573,85.0
FIPR-133,83.27
POLI-549,85.4
CHBE-575,81.61
CHBE-566,86.39
FMST-200,72.24
POLI-533,84.0
POLI-532,85.25
CHBE-560,84.68
CHBE-561,83.76
CHBE-563,86.81
CHBE-564,83.52
CHBE-565,87.5
ASIA-550,80.75
ELEC-291,83.03
FREN-576,88.0
ELEC-292,86.68
BIOC-448,87.7
FREN-578,87.0
BIOC-449,88.95
CHEM-330,67.63
CHEM-333,71.77
BIOC-450,77.99
CHEM-335,81.05
ISCI-312,93.33
ISCI-311,91.76
ASIA-561,86.29
ASIA-562,86.0
FREN-561,84.25
FREN-562,71.86
FREN-566,84.53
FNEL-101,81.66
FNEL-102,82.48
CHEM-341,72.96
BIOC-460,84.34
CHEM-345,77.83
AMNE-527,78.67
OBMS-462,76.14
ISCI-320,82.16
ISCI-322,81.28
OBMS-449,83.17
ASIA-574,81.83
OBMS-444,81.92
OBMS-446,77.05
ASIA-570,90.0
OBMS-447,85.0
SPAN-308,79.38
BIOC-420,84.26
BALA-580,82.47
BIOC-421,81.46
SPAN-305,77.07
SPAN-303,81.0
SPAN-302,77.95
FREN-556,84.82
SPAN-301,77.4
SPAN-300,75.79
FREN-548,90.33
CHEM-310,69.74
CHEM-311,68.95
CHEM-312,67.31
CHEM-313,70.15
CHEM-315,76.74
CHEM-318,70.59
ASIA-576,87.33
ASIA-577,85.4
ASIA-582,87.0
OBMS-437,81.98
OBMS-439,78.44
OBMS-433,74.18
OBMS-434,86.98
ASIA-580,87.08
OBMS-435,80.21
ASIA-581,86.35
OBMS-436,83.02
FREN-540,86.25
AMNE-500,86.5
BIOC-435,78.39
CHEM-320,74.57
BIOC-440,81.67
CHEM-325,75.89
CHEM-327,71.93
OBMS-440,84.29
OBMS-441,79.87
OBMS-443,74.86
ASIA-587,87.33
ISCI-300,-1.0
ELEC-259,72.25
AMNE-572,86.7
ASIA-590,85.31
ELEC-256,74.8
ASIA-591,89.17
EDCP-481,89.67
ELEC-253,68.53
ASIA-592,86.67
ELEC-254,68.75
ELEC-251,65.85
AMNE-577,83.4
AMNE-575,81.43
SPAN-322,78.47
SPAN-321,74.63
ISCI-350,83.99
OBMS-430,84.3
OBMS-431,82.0
ISCI-351,86.94
ASIA-599,87.53
AMNE-560,90.63
EDCP-472,91.63
EDCP-473,92.29
EDCP-470,90.21
EDCP-471,88.77
ELEC-265,66.9
BIOC-498,-1.0
ELEC-263,66.71
BIOC-499,-1.0
ELEC-261,67.77
SPAN-312,83.69
AGEC-361,72.74
SPAN-310,78.47
CHEM-300,82.72
CHEM-301,74.43
CHEM-302,75.31
CHEM-304,71.99
CHEM-305,77.13
ISCI-361,87.01
ISCI-360,85.86
CHEM-307,74.14
EDCP-474,91.45
CHEM-309,68.89
OBMS-404,83.11
OBMS-405,81.78
OBMS-400,79.0
OBMS-402,77.5
ELEC-271,91.54
AGEC-374,68.83
FREN-599,85.08
BIOC-470,85.19
EOSC-210,72.25
ISCI-330,84.37
EOSC-211,78.0
ISCI-333,80.74
AMNE-540,81.0
EDCP-491,88.27
EDCP-494,86.69
EDCP-495,89.88
EDCP-492,84.65
EDCP-493,87.69
ELEC-285,79.46
ELEC-283,80.92
ELEC-280,74.25
ELEC-281,72.11
EDCP-498,90.5
EDCP-496,89.82
EDCP-497,92.18
ISCI-344,80.18
SPPH-406,84.07
SPPH-404,89.37
EOSC-223,75.08
RHSC-311,87.22
EDCP-440,89.56
ELEC-331,72.24
SPPH-408,86.67
GEOG-302,80.36
GEOG-303,71.5
GEOG-300,68.26
LAST-301,82.0
SPPH-410,91.82
EDCP-441,91.69
LAST-303,77.35
EDCP-442,91.25
EDCP-447,89.77
ISCI-398,-1.0
EDCP-448,96.0
GREK-125,77.81
ISCI-399,-1.0
SPPH-411,88.92
EOSC-217,84.73
EOSC-212,80.21
ELEC-343,77.31
EOSC-213,78.91
ELEC-344,76.87
ELEC-341,74.65
ELEC-342,68.9
GEOG-308,71.69
HINU-205,86.25
GEOG-309,76.63
GEOG-306,68.19
GEOG-307,69.23
GEOG-304,74.04
GEOG-305,73.86
GEOG-313,75.59
GEOG-314,77.15
GEOG-311,75.99
GEOG-312,74.76
GEOG-310,72.27
HINU-200,84.72
HINU-201,80.36
HINU-202,83.17
EDCP-432,-1.0
EOSC-220,72.19
EOSC-221,70.24
EDCP-431,-1.0
EOSC-222,75.16
ELEC-359,70.1
ELEC-356,71.17
BALA-503,80.06
AMNE-470,83.52
LAST-315,73.5
ELEC-352,77.69
ELEC-353,83.3
EOSC-252,75.92
HUNU-201,71.54
HUNU-205,76.97
EDCP-467,90.94
EOSC-250,73.44
EDCP-468,-1.0
EOSC-251,73.74
HUNU-203,77.53
AMNE-461,82.2
EDCP-450,88.75
ELEC-365,73.01
RHSC-301,82.38
RHSC-302,90.41
ELEC-364,70.47
ELEC-361,77.31
ELEC-360,71.02
ASIA-506,82.83
ASIA-507,85.0
ASIA-508,83.5
ASIA-509,82.67
ASIA-502,85.5
EDCP-454,-1.0
ASIA-503,91.0
EDCP-455,-1.0
ASIA-504,93.14
EDCP-452,92.06
EDCP-453,-1.0
EDCP-456,-1.0
ASIA-501,86.57
EOSC-240,79.0
CPSC-110,74.76
CPSC-111,72.14
JAPN-410,76.88
JAPN-411,76.31
CHEM-250,69.09
CHEM-251,69.51
CHEM-252,64.42
EDCP-407,-1.0
GEOG-346,77.18
EDCP-408,-1.0
CHEM-255,70.05
EDCP-405,-1.0
JAPN-406,72.23
EDCP-406,-1.0
GEOG-345,71.54
GEOG-342,75.0
JAPN-408,76.89
ASIA-519,83.7
EDCP-409,-1.0
ASIA-513,89.2
ASIA-514,90.0
EDCP-400,-1.0
ASIA-515,83.11
ASIA-516,88.2
EDCP-403,91.6
EOSC-270,80.49
ASIA-510,89.17
EDCP-404,89.73
ASIA-511,81.43
ASIA-512,88.25
EDCP-402,-1.0
ELEC-301,74.6
ELEC-302,80.42
EOSC-256,74.5
ELEC-300,85.7
CPSC-121,75.45
CPSC-122,68.14
CPSC-124,71.15
FREN-520,81.5
CHEM-260,63.36
FREN-521,86.2
JAPN-400,73.87
CPSC-126,70.65
JAPN-401,73.6
JAPN-402,74.95
RMST-390,91.33
CPSC-128,69.6
FREN-514,84.92
GEOG-357,72.79
ASIA-528,83.33
GEOG-353,72.68
FREN-519,86.5
GEOG-351,76.76
GEOG-352,73.13
AGEC-407,77.23
ASIA-524,87.33
ASIA-525,90.0
EDST-314,81.98
GEOG-350,72.93
ASIA-521,87.33
ASIA-522,92.5
ASIA-523,85.25
ELEC-314,77.54
ELEC-315,74.9
ELEC-311,77.46
GEOG-319,74.65
FREN-510,78.57
GEOG-317,71.19
FREN-511,81.57
GEOG-318,74.94
FREN-512,80.68
GEOG-315,73.85
CHEM-230,66.98
FREN-513,83.59
GEOG-316,73.4
CHEM-231,61.3
FREN-503,85.0
CHEM-232,64.47
FREN-504,85.0
CHEM-233,64.86
FREN-505,89.0
FREN-506,86.13
CHEM-235,75.2
FREN-507,85.14
FREN-508,77.11
GEOG-321,69.51
FREN-509,84.17
SCIE-010,82.12
EDCP-420,92.6
ASIA-532,85.38
ASIA-533,87.88
EDCP-423,-1.0
SEAL-440,76.2
AGEC-421,62.29
CPSC-107,71.91
AGEC-420,72.33
ASIA-541,84.0
ELEC-321,66.75
AGEC-423,73.14
SCIE-001,77.88
ELEC-320,72.48
CPSC-100,78.09
CPSC-101,75.31
CPSC-103,78.79
GEOG-328,71.63
FREN-500,81.79
GEOG-329,73.24
FREN-501,85.92
FREN-502,84.87
GEOG-327,70.82
EDCP-416,91.52
CHEM-245,74.8
GEOG-331,72.81
EDCP-410,87.7
ASIA-547,88.5
EDCP-411,88.25
ANAT-649,-1.0
EDCP-412,87.74
EDCP-413,88.35
SPPH-400,82.03
CHBE-599,87.75
CHIN-280,78.56
JAPN-450,78.42
ARBC-300,80.87
JAPN-452,77.16
JAPN-453,76.65
NURS-440,79.84
POLI-450,79.44
RMST-361,81.5
NURS-442,82.42
PLAN-321,83.81
JAPN-456,78.57
NURS-441,81.43
NURS-444,81.41
NURS-443,80.86
NURS-446,79.08
POLI-445,79.51
NURS-445,73.25
POLI-446,74.94
NURS-448,75.34
POLI-448,78.03
POLI-441,81.26
POLI-442,73.74
RMST-355,80.4
POLI-443,84.5
CHBE-590,83.29
POLI-444,85.46
CHBE-591,86.2
GEOG-380,70.77
POLI-449,81.38
CHBE-596,-1.0
CHBE-597,87.99
CHBE-598,-1.0
CHBE-588,83.34
HEBR-305,81.24
POLI-440,78.72
NURS-431,83.06
NURS-430,77.35
PLAN-331,85.28
NURS-432,81.89
RMST-345,76.37
GEOG-395,74.54
GEOG-391,70.63
CHBE-583,85.83
GEOG-390,71.35
POLI-439,82.08
CHBE-587,89.96
ITAL-380,88.0
NURS-460,-1.0
ITAL-385,80.6
PLAN-341,89.06
GEOG-364,73.36
POLI-463,79.81
POLI-464,81.68
GEOG-362,73.86
POLI-465,76.56
GEOG-363,72.98
POLI-466,80.12
GEOG-360,69.83
GEOG-361,72.18
PLAN-351,81.89
POLI-460,83.54
JAPN-420,76.68
NURS-451,81.7
POLI-461,86.05
NURS-450,80.03
POLI-462,81.13
JAPN-422,80.16
NURS-453,82.36
JAPN-423,82.14
NURS-452,83.43
JAPN-424,75.62
GEOG-379,77.33
JAPN-416,76.88
JAPN-417,77.19
GEOG-375,73.52
GEOG-376,73.28
GEOG-373,73.43
GEOG-374,73.05
GEOG-371,75.32
GEOG-372,71.36
GEOG-370,73.72
FRST-570,87.33
POLI-492,84.96
CHIN-241,78.35
CHIN-244,81.78
POLI-490,85.43
CHIN-243,76.57
POLI-491,84.01
NURS-406,78.98
NURS-405,80.1
NURS-408,87.08
NURS-409,85.57
FRST-575,79.73
FRST-576,84.67
FRST-577,76.75
FRST-578,90.8
FRST-579,80.29
ACAM-390,89.32
FRST-560,85.04
CHIN-231,77.41
CHIN-233,78.06
FRST-569,82.0
RMST-305,85.5
CHIN-234,81.49
RMST-302,75.6
RMST-301,84.83
RMST-300,80.06
FRST-562,97.89
FRST-563,86.19
FRST-564,83.13
FRST-568,79.73
RMST-306,89.62
FRST-590,87.67
FRST-592,88.5
FRST-593,93.9
RMST-341,77.78
ITAL-342,80.5
ITAL-343,80.73
NURS-420,82.46
ITAL-345,75.69
NURS-422,80.39
NURS-421,84.16
GREK-101,81.53
NURS-424,87.0
GREK-102,79.41
NURS-423,87.3
NURS-426,75.6
GREK-100,75.85
NURS-425,84.15
NURS-427,-1.0
FRST-594,87.4
FRST-595,97.8
FRST-599,86.0
FRST-580,88.5
FRST-581,83.93
FRST-582,84.88
JAPN-465,73.79
NURS-411,87.02
NURS-410,83.4
NURS-413,81.48
NURS-415,81.29
LFS-400,83.76
NURS-414,78.1
RMST-324,86.55
NURS-416,81.47
RMST-321,80.55
SPPH-481,93.22
FRST-584,83.36
FRST-585,85.44
FRST-586,79.0
FRST-587,81.5
FRST-588,85.37
FRST-589,83.43
BIOL-440,81.23
MINE-578,91.29
MINE-579,85.75
MINE-574,86.39
MINE-577,76.86
BIOL-448,84.32
BIOL-447,86.05
EMBA-512,82.57
BIOL-446,77.01
BIOL-445,84.68
MUSC-103,78.56
BIOL-443,83.0
MUSC-102,87.24
BIOL-442,80.53
MDIA-100,74.02
MUSC-101,75.77
BIOL-441,79.54
MUSC-100,73.85
MANU-430,76.69
BIOL-449,89.52
BIOL-451,88.3
FRE-326,81.04
MINE-589,90.57
BIOL-450,84.3
MINE-585,90.06
MINE-586,90.82
MINE-587,90.82
MINE-588,90.57
BIOL-459,83.79
MINE-581,85.39
MUSC-110,79.46
OSOT-551,89.37
RELG-531,83.32
BIOL-458,81.35
MINE-582,82.6
BIOL-457,77.59
MINE-583,88.76
OSOT-553,89.66
BIOL-456,80.71
MINE-584,88.37
BIOL-455,75.87
BIOL-454,83.32
BIOL-453,80.8
MUSC-112,83.15
BIOL-452,72.03
MINE-580,-1.0
MUSC-111,74.61
MUSC-107,81.12
MUSC-106,81.46
MUSC-105,84.32
MUSC-104,77.59
EMBA-500,80.73
MUSC-108,83.09
LAW-180,74.94
MINE-556,81.3
MINE-557,79.54
MINE-559,84.22
MINE-552,83.64
RELG-502,84.38
MINE-553,90.83
RELG-503,85.5
MINE-554,84.47
MINE-555,88.83
BIOL-426,81.93
MUSC-121,67.9
POLS-110,80.14
BIOL-425,79.54
MUSC-120,71.06
BIOL-424,88.81
MINE-550,79.47
RELG-500,88.0
BIOL-423,82.48
MINE-551,83.32
BIOL-421,78.29
BIOL-420,82.75
MUSC-122,82.2
ASTU-412,-1.0
ASTU-411,-1.0
ASTU-410,-1.0
EMBA-531,84.28
BIOL-429,80.72
BIOL-428,88.95
BIOL-427,81.86
MUSC-119,75.23
RMST-419,90.8
FRE-302,75.7
RELG-514,68.0
FRE-306,76.03
MINE-565,84.93
MINE-566,82.38
BIOL-437,87.51
BIOL-436,78.89
EMBA-523,85.05
MANU-458,82.0
MUSC-131,83.42
BIOL-435,72.61
BIOL-434,75.0
EMBA-525,81.33
BIOL-433,72.05
EMBA-528,83.0
MANU-453,80.4
MUSC-136,80.76
BIOL-432,80.56
MUSC-135,81.97
BIOL-431,82.15
BIOL-430,78.76
ASTU-401,88.4
ASTU-400,83.72
MUSC-128,80.66
BIOL-439,73.45
EMBA-522,84.88
ASTU-402,82.61
BIOL-438,77.8
EMBA-521,84.72
FMST-310,69.1
FMST-312,75.17
BIOL-404,80.55
BIOL-403,87.5
BIOL-402,80.43
BIOL-401,86.14
MANU-465,81.39
OSOT-525,84.79
BIOL-409,84.72
OSOT-527,84.51
BIOL-408,76.52
BIOL-407,81.29
BIOL-406,80.26
BIOL-405,76.59
FMST-314,77.67
FMST-316,73.28
GRSJ-480,-1.0
BIOL-415,78.86
BIOL-414,73.42
BIOL-413,78.22
POLS-101,90.58
BIOL-412,73.4
BIOL-411,81.05
BIOL-410,83.6
POLS-102,95.22
OSOT-515,86.14
MANU-485,74.36
MDIA-150,84.65
BIOL-419,79.7
OSOT-511,88.28
PUNJ-100,82.0
BIOL-418,76.0
BIOL-417,81.12
MANU-480,73.55
OSOT-513,86.48
PUNJ-102,79.43
BIOL-416,79.58
MANU-481,77.54
PUNJ-101,82.56
OSOT-519,88.29
MINE-597,86.22
MINE-598,86.63
MINE-599,88.26
COMR-186,77.4
MINE-590,90.33
EMBA-571,81.57
OSOT-547,90.09
OSOT-549,84.12
OSOT-545,86.61
FMST-338,72.62
FMST-320,70.96
FMST-323,72.51
FMST-322,72.36
EMBA-568,80.75
PHAR-100,76.27
EECE-495,79.3
EECE-494,75.98
EECE-497,73.2
EECE-496,-1.0
EMBA-561,80.35
EECE-491,79.9
EECE-490,82.77
EECE-493,75.77
EECE-492,81.75
GRSJ-450,94.5
FMST-324,71.52
FMST-326,74.24
EECE-499,73.77
EECE-498,75.94
EOSC-502,89.75
MICB-649,-1.0
MUSC-182,79.42
EECE-484,72.0
EECE-483,80.19
EECE-485,78.21
FCOR-599,87.8
EECE-480,70.59
EECE-482,78.7
EECE-481,75.85
EECE-488,80.43
WRDS-150,75.54
EECE-487,72.34
EECE-489,66.57
MINE-501,87.91
MINE-504,81.39
FOOD-499,76.55
MUSC-193,85.28
MUSC-192,85.07
SCIE-420,80.14
PLNT-525,86.4
PLNT-523,-1.0
EECE-474,84.34
EECE-470,70.26
BMEG-452,77.67
BMEG-456,81.68
BMEG-455,83.94
EECE-476,74.39
EECE-479,77.15
THFL-304,87.91
BMEG-457,87.98
EECE-478,74.11
EOSC-525,87.94
EOSC-527,85.88
EOSC-526,88.29
EOSC-521,86.19
EOSC-520,89.34
EOSC-523,87.12
EOSC-522,89.61
EOSC-529,88.24
PLNT-531,87.13
PLNT-532,80.45
EECE-460,73.32
EECE-469,83.83
EOSC-530,85.43
EECE-466,75.46
EECE-465,76.31
EECE-467,81.15
FRE-385,78.73
EOSC-514,82.56
PLNT-540,87.22
EOSC-513,86.87
EOSC-516,-1.0
BMEG-470,78.96
EOSC-510,89.38
EOSC-512,82.68
EOSC-511,84.79
PLNT-549,80.6
PLNT-542,81.9
EECE-451,78.45
EECE-450,72.74
EECE-453,72.65
EECE-452,71.45
BMEG-474,86.15
EECE-459,79.72
EECE-458,72.35
FRE-394,76.77
EECE-455,73.12
EECE-454,73.25
EECE-457,75.34
EECE-456,72.37
ENGL-649,-1.0
EOSC-547,86.41
EOSC-546,85.17
EOSC-549,87.46
EOSC-548,85.13
EOSC-543,85.92
EOSC-542,86.24
EOSC-545,87.45
EOSC-544,90.11
MUSC-141,78.21
EECE-440,83.64
EOSC-550,85.11
EECE-443,78.24
EOSC-536,83.73
EDCP-590,-1.0
EOSC-535,81.53
BMEG-490,91.93
EOSC-538,85.14
EOSC-537,84.09
EOSC-532,85.26
MINE-541,83.31
MUSC-150,91.07
BIOL-490,89.06
EOSC-531,88.35
EOSC-534,81.93
EOSC-533,81.46
MINE-544,88.52
MUSC-154,91.52
MUSC-153,95.88
BIOL-499,-1.0
BIOL-498,-1.0
EOSC-539,87.67
MUSC-157,86.56
MUSC-156,94.76
MUSC-149,84.63
BMEG-495,78.73
EDCP-598,-1.0
EOSC-541,84.5
EECE-439,88.15
EOSC-540,83.67
EECE-433,76.43
EECE-432,74.0
EDCP-599,90.41
EECE-435,83.75
AFST-450,87.92
ASTU-460,83.45
EECE-434,78.35
FRE-374,76.07
BIOL-462,88.36
BIOL-461,73.2
BIOL-460,86.42
MINE-515,85.43
MUSC-161,87.1
EECE-429,84.52
MUSC-160,85.78
MUSC-165,90.94
MUSC-164,88.28
MUSC-163,87.24
MUSC-162,90.0
BIOL-466,85.0
MUSC-169,89.79
BIOL-465,79.71
BIOL-464,86.53
MANU-400,80.2
MUSC-167,85.84
BIOL-463,75.68
MUSC-166,88.45
PHIL-699,-1.0
MUSC-159,88.18
FRE-340,77.61
MINE-509,79.0
EOSC-571,84.9
EOSC-574,88.75
EOSC-573,85.38
MINE-505,88.3
MINE-506,81.58
EOSC-570,82.85
MINE-507,87.95
MINE-508,87.74
MINE-524,77.95
EOSC-554,87.37
EECE-419,83.8
MUSC-172,85.63
EECE-418,74.58
MINE-520,87.2
MUSC-171,73.17
EOSC-556,87.0
MINE-521,85.83
MUSC-170,82.1
EOSC-555,89.25
MINE-522,83.2
PHAR-180,90.09
PLNT-504,79.06
PLNT-508,84.5
EOSC-561,84.2
EECE-415,79.48
EOSC-560,86.78
EECE-417,74.64
EOSC-562,89.57
EECE-416,74.89
EECE-411,75.64
EECE-412,79.03
SPPH-528,89.97
SPPH-527,89.97
SPPH-526,88.1
SPPH-525,86.5
CRWR-308,80.98
FOOD-520,82.09
CRWR-309,86.5
FOOD-521,81.62
FOOD-522,82.84
EECE-409,82.93
FOOD-523,82.42
SPPH-529,-1.0
FOOD-524,84.05
CRWR-305,87.93
FOOD-525,85.52
CRWR-306,81.31
FOOD-526,84.2
CRWR-307,77.87
FOOD-527,84.89
FOOD-528,81.84
CRWR-301,83.71
FOOD-529,85.51
CRWR-302,82.78
CRWR-303,83.49
MTRL-350,72.37
EDCP-564,90.46
EECE-404,73.75
SPPH-531,91.3
EDCP-565,90.85
EECE-403,80.19
SPPH-530,85.22
EDCP-562,90.79
EOSC-595,87.5
EDCP-568,90.38
EECE-400,85.85
MTRL-359,80.78
SPPH-535,85.8
EDCP-569,91.93
MTRL-358,74.02
SPPH-534,87.19
EDCP-566,89.44
EECE-402,72.78
SPPH-533,87.54
EDCP-567,90.54
EECE-401,74.44
MTRL-356,73.12
SPPH-532,88.57
GMST-121,82.94
EOSC-579,79.63
ENST-310,73.6
SPPH-538,85.71
SPPH-537,88.22
FOOD-530,84.56
SPPH-536,89.05
EOSC-576,85.07
FOOD-531,81.21
EDCP-550,90.18
EOSC-575,81.73
EOSC-578,-1.0
EOSC-577,84.0
PHYS-170,72.59
FCOR-503,84.45
FCOR-502,85.78
EDCP-559,91.63
FCOR-501,82.26
FCOR-500,80.91
MTRL-340,68.68
ENST-319,73.9
EDCP-553,90.84
EOSC-583,83.75
SPPH-542,85.77
EOSC-582,85.94
SPPH-541,86.56
EDCP-551,89.97
EOSC-585,86.0
SPPH-540,89.66
EDCP-552,89.76
EOSC-584,85.15
EDCP-557,90.86
ENST-313,73.0
SPPH-546,89.63
EDCP-558,89.67
ENST-314,76.03
SPPH-545,93.41
EDCP-555,91.61
ENST-311,74.86
SPPH-544,80.95
EDCP-556,93.75
EOSC-580,75.0
ENST-312,75.09
SPPH-543,91.13
SPPH-549,89.83
SPPH-548,84.69
SPPH-547,88.99
EDCP-580,88.63
FOOD-500,-1.0
FOOD-501,84.35
ARTH-262,77.17
FOOD-503,81.96
FOOD-504,83.84
ARTH-261,68.99
FOOD-506,81.91
FOOD-507,83.78
FOOD-508,85.53
FOOD-509,81.85
CINE-100,75.39
SPPH-553,87.63
SPPH-552,89.86
EDCP-585,91.5
SPPH-550,92.74
SPPH-556,88.0
SPPH-555,82.46
SPPH-554,90.86
CRWR-319,82.96
EDCP-571,91.25
EOSC-598,85.77
FOOD-510,82.44
FOOD-511,-1.0
EDCP-570,92.5
EOSC-599,-1.0
FOOD-512,88.32
FOOD-513,84.07
CRWR-316,79.25
FOOD-515,85.3
FOOD-516,87.0
CRWR-311,81.39
MICB-575,89.0
CRWR-312,81.29
FOOD-518,83.06
FOOD-519,90.29
MTRL-320,81.0
CRWR-310,76.96
EDCP-575,92.81
SPPH-564,90.1
SPPH-563,86.88
SPPH-562,88.31
SPPH-568,87.75
SPPH-567,86.11
SPPH-566,-1.0
SPPH-565,86.15
CPEN-502,87.92
NRSC-549,86.89
MTRL-398,79.6
EDCP-526,87.73
GEOG-220,71.49
MTRL-394,69.98
MTRL-392,80.33
SWED-110,80.93
EDCP-520,92.3
EDCP-521,89.32
ASTR-549,85.0
BMEG-401,81.98
EDCP-524,96.74
BMEG-400,85.93
EDCP-525,87.58
CPEN-511,90.04
JRNL-100,78.76
BMEG-402,86.99
CPEN-512,89.24
EDCP-523,90.42
CPEN-513,91.89
CPEN-514,87.06
ENST-351,76.79
MTRL-390,82.08
PHYS-131,80.23
MTRL-382,71.42
MTRL-381,80.88
EDCP-510,90.92
BMEG-410,80.05
EDCP-513,87.01
SPPH-502,85.43
CPEN-521,90.83
EDCP-514,90.38
SPPH-501,-1.0
CPEN-522,82.29
SPPH-500,84.0
CPEN-523,84.32
EDCP-512,90.09
MTRL-389,84.07
CPEN-524,84.68
SPPH-506,85.76
SPPH-505,85.8
SPPH-504,86.86
SPPH-503,85.41
LAW-200,74.58
INDO-102,75.54
INDO-101,86.7
SPPH-508,-1.0
INDO-100,77.92
SPPH-507,-1.0
MTRL-380,70.12
LAW-203,73.6
FOOD-549,82.19
LAW-201,74.17
LAW-207,73.86
LAW-205,73.56
GEOG-202,74.87
GEOG-201,65.54
GEOG-204,68.64
LAW-209,73.44
GEOG-200,69.49
ASTR-520,83.6
EDCP-542,90.34
BMEG-421,75.11
BMEG-420,75.79
EDCP-541,86.96
BMEG-423,82.37
EDCP-546,90.64
SPPH-513,86.49
BMEG-422,78.83
SPPH-512,86.32
BMEG-425,83.02
CPEN-533,83.69
EDCP-544,93.63
SPPH-511,84.69
BMEG-424,62.75
CPEN-534,88.62
EDCP-545,90.38
MTRL-378,63.76
SPPH-510,87.92
SPPH-517,92.83
SPPH-516,84.61
SPPH-515,86.67
SPPH-514,87.86
SPPH-519,87.51
SPPH-518,92.33
GEOG-206,71.18
GEOG-205,68.95
GEOG-207,72.98
EDCP-539,88.75
PHYS-153,70.66
MTRL-365,64.49
EDCP-537,87.88
EDCP-538,95.58
MTRL-363,74.23
VISA-583,87.56
ASTR-530,87.22
VISA-582,87.05
MTRL-361,78.07
VISA-581,86.03
GEOG-211,73.41
SWED-100,80.65
VISA-580,-1.0
GEOG-210,72.29
ASTR-534,87.18
EDCP-531,87.53
SPPH-520,87.94
EDCP-532,90.98
ASTR-536,85.27
CPEN-541,83.37
EDCP-530,87.91
CPEN-542,78.33
EDCP-535,93.8
PHYS-157,74.84
SPPH-524,88.86
EDCP-536,86.35
PHYS-158,67.12
SPPH-523,89.04
EDCP-533,91.11
PHYS-159,80.61
SPPH-522,86.3
EDCP-534,92.19
SPPH-521,84.11
NEST-500,90.7
NEST-501,83.34
NEST-502,84.4
NEST-503,85.1
PPGA-555,87.39
LAW-221,74.91
NEST-505,69.38
LAW-220,73.55
NEST-506,87.08
ARCH-405,81.67
ARCH-404,84.45
ARCH-403,81.66
ARCH-409,78.57
ARCH-407,77.58
EMBA-593,81.67
EMBA-592,84.55
EMBA-595,89.28
PHYS-100,72.71
EMBA-594,82.31
PHYS-101,72.34
RMST-478,73.3
ARCH-411,83.2
ARCH-410,77.58
EMBA-598,82.43
PHYS-106,81.68
NRSC-510,93.29
PHYS-107,78.76
PHYS-108,78.79
FMST-238,74.29
PHYS-109,82.64
PHYS-102,71.34
PPGA-560,84.49
EMBA-591,84.08
PPGA-562,85.23
PPGA-543,88.0
PPGA-542,86.2
PPGA-544,91.06
LAW-211,73.62
LAW-210,73.4
ARTH-210,77.2
LAW-213,-1.0
PLAN-211,79.73
EMBA-586,88.32
EMBA-588,85.25
ARCH-421,73.8
EMBA-587,84.33
GEOG-270,70.52
LAW-240,73.42
HIST-649,-1.0
LAW-241,74.51
PLAN-221,79.16
GRSJ-425,94.5
PHYS-121,78.8
EDCP-504,91.8
PHYS-122,76.53
EDCP-505,87.69
ASIX-220,79.96
KORN-201,74.5
GRSJ-422,84.1
KORN-202,76.06
EDCP-508,94.14
KORN-200,75.19
PHYS-129,83.8
PPGA-581,83.67
PPGA-580,84.7
EDCP-501,-1.0
PPGA-584,88.15
RADS-301,86.75
PPGA-565,87.04
PPGA-564,87.9
PPGA-568,84.92
LAW-231,74.8
LAW-230,73.34
CDST-450,79.9
PLAN-231,90.3
GEOG-257,74.4
GRSJ-415,89.26
GRSJ-410,83.94
PHYS-117,74.1
PHYS-118,76.45
PHYS-119,85.18
GEOG-250,75.76
NRSC-500,83.46
NRSC-501,83.59
RGLA-471,80.85
LAW-261,74.3
LAW-260,74.07
SPPH-569,89.67
SPPH-571,93.75
GRSJ-401,79.06
SPPH-579,90.55
SPPH-578,94.69
SPPH-577,90.04
SPPH-576,94.1
LAW-251,74.5
LAW-250,73.55
CPSC-649,0.0
ARTH-253,74.92
ARTH-251,75.03
ARCH-459,76.0
ARCH-458,84.0
CRWR-330,82.0
SPPH-581,93.1
ATSC-201,82.23
RMST-420,70.92
SPPH-580,-1.0
ATSC-200,74.22
PPGA-590,87.25
SPPH-586,92.82
PPGA-591,86.9
SPPH-589,87.79
SPPH-588,92.98
SPPH-587,93.6
ARTH-226,75.3
ARTH-227,75.54
ARTH-225,76.47
LAW-281,74.37
RELG-548,-1.0
RELG-549,86.17
COMR-100,74.53
RMST-454,88.0
ATSC-212,82.63
GEOG-281,73.52
LAW-291,73.66
LAW-290,73.95
SPPH-599,-1.0
SPPH-598,-1.0
LAW-271,74.08
LAW-270,73.36
CRWR-359,82.62
ARTH-230,79.6
ARCH-437,81.14
CRWR-356,78.73
CRWR-351,86.11
ARCH-440,84.0
CRWR-353,84.53
